Order ID,Product ID_def,Customer ID_def,Country,Region,State_def,City_def,Postal Code_def,Order Date_def,Ship Date_def,Ship Mode_def,Sales_def,Profit_def,Discount_def,Quantity_def,Segment_def,Customer Name_def,Category_def,Sub-Category_def,Order Month,Order Year,Order Quarter,Days between order date and shipping date,Order Day Type,Order Week,Order Day of the Week
CA-2013-153269,FUR-CH-10002647,PS-18760,United States,East,MASSACHUSETTS,ANDOVER,1810,2013-03-10,2013-03-13,FIRST CLASS,354.90000000000003,88.72500000000002,0.0,5.0,CONSUMER,Pamela Stobb,FURNITURE,CHAIRS,March,2013,1,3,Weekend,10,Sunday
CA-2033-153269,OFF-PA-10001801,PS18760,United States,East,MASSACHUSETTS,ANDOVER,1810,2013-03-10,2013-03-13,FIRST CLASS,17.94,8.790600000000001,0.0,3.0,,,OFFICE SUPPLIES,PAPER,March,2013,1,3,Weekend,10,Sunday
CA-2013-153269,OFF-BI-10004632,PS-18760,United States,East,MASSACHUSETTS,ANDOVER,1810,2013-03-10,2013-03-13,FIRST CLASS,51.8,23.309999999999995,0.0,4.0,CONSUMER,Pamela Stobb,OFFICE SUPPLIES,BINDERS,March,2013,1,3,Weekend,10,Sunday
CA-2012-153738,OFF-BI-10001308,AG-10270,United States,East,MASSACHUSETTS,LAWRENCE,1841,2012-09-20,2012-09-22,FIRST CLASS,37.68,16.955999999999996,0.0,6.0,CONSUMER,Alejandro Grove,OFFICE SUPPLIES,BINDERS,September,2012,3,2,Weekday,38,Thursday
CA-2014-126438,OFF-AR-10003338,AR-10345,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-09-11,2014-09-14,FIRST CLASS,14.88,3.7200000000000006,0.0,2.0,CORPORATE,Alex Russell,OFFICE SUPPLIES,ART,September,2014,3,3,Weekday,37,Thursday
CA-2014-160325,TEC-PH-10000984,BP-11095,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-09-25,2014-09-25,SAME DAY,391.98,109.75440000000005,0.0,2.0,CORPORATE,Bart Pistole,TECHNOLOGY,PHONES,September,2014,3,0,Weekday,39,Thursday
CA-2014-160325,TEC-PH-10001944,BP-11095,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-09-25,2014-09-25,SAME DAY,437.85,131.35499999999996,0.0,3.0,CORPORATE,Bart Pistole,TECHNOLOGY,PHONES,September,2014,3,0,Weekday,39,Thursday
CA-2012-129322,OFF-AR-10004587,DB-13405,United States,East,MASSACHUSETTS,LAWRENCE,1841,2012-08-08,2012-08-10,SECOND CLASS,39.66,11.897999999999996,0.0,2.0,CONSUMER,Denny Blanton,OFFICE SUPPLIES,ART,August,2012,3,2,Weekday,32,Wednesday
CA-2012-129322,OFF-AP-10004336,DB-13405,United States,East,MASSACHUSETTS,LAWRENCE,1841,2012-08-08,2012-08-10,SECOND CLASS,113.92,33.036799999999985,0.0,2.0,CONSUMER,Denny Blanton,OFFICE SUPPLIES,APPLIANCES,August,2012,3,2,Weekday,32,Wednesday
CA-2012-129322,OFF-BI-10001718,DB-13405,United States,East,MASSACHUSETTS,LAWRENCE,1841,2012-08-08,2012-08-10,SECOND CLASS,447.86,210.4942,0.0,7.0,CONSUMER,Denny Blanton,OFFICE SUPPLIES,BINDERS,August,2012,3,2,Weekday,32,Wednesday
CA-2012-158792,OFF-FA-10002815,BD-11605,United States,East,MASSACHUSETTS,LAWRENCE,1841,2012-12-26,2013-01-02,STANDARD CLASS,22.200000000000003,10.434,0.0,5.0,CONSUMER,Brian Dahlen,OFFICE SUPPLIES,FASTENERS,December,2012,4,7,Weekday,52,Wednesday
CA-2014-151799,TEC-CO-10002313,BF-11170,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-12-15,2014-12-19,STANDARD CLASS,1199.98,467.9922,0.0,2.0,HOME OFFICE,Ben Ferrer,TECHNOLOGY,COPIERS,December,2014,4,4,Weekday,51,Monday
CA-2014-151799,OFF-ST-10002790,BF-11170,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-12-15,2014-12-19,STANDARD CLASS,73.85,2.215500000000006,0.0,1.0,HOME OFFICE,Ben Ferrer,OFFICE SUPPLIES,STORAGE,December,2014,4,4,Weekday,51,Monday
CA-2014-151799,OFF-SU-10001664,BF-11170,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-12-15,2014-12-19,STANDARD CLASS,25.71,6.6846000000000005,0.0,3.0,HOME OFFICE,Ben Ferrer,OFFICE SUPPLIES,SUPPLIES,December,2014,4,4,Weekday,51,Monday
CA-2014-151799,OFF-FA-10001332,BF-11170,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-12-15,2014-12-19,STANDARD CLASS,17.28,8.121599999999999,0.0,6.0,HOME OFFICE,Ben Ferrer,OFFICE SUPPLIES,FASTENERS,December,2014,4,4,Weekday,51,Monday
CA-2014-151799,FUR-TA-10003473,BF-11170,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-12-15,2014-12-19,STANDARD CLASS,526.582,-52.658199999999965,0.3,2.0,HOME OFFICE,Ben Ferrer,FURNITURE,TABLES,December,2014,4,4,Weekday,51,Monday
CA-2011-166086,OFF-BI-10001078,CT-11995,United States,East,MASSACHUSETTS,LAWRENCE,1841,2011-05-07,2011-05-12,STANDARD CLASS,16.14,7.9086,0.0,3.0,CONSUMER,Carol Triggs,OFFICE SUPPLIES,BINDERS,May,2011,2,5,Weekend,18,Saturday
CA-2011-166086,FUR-TA-10003469,CT-11995,United States,East,MASSACHUSETTS,LAWRENCE,1841,2011-05-07,2011-05-12,STANDARD CLASS,194.25,-38.849999999999994,0.3,2.0,CONSUMER,Carol Triggs,FURNITURE,TABLES,May,2011,2,5,Weekend,18,Saturday
CA-2011-166086,OFF-AR-10002578,CT-11995,United States,East,MASSACHUSETTS,LAWRENCE,1841,2011-05-07,2011-05-12,STANDARD CLASS,8.64,2.5056,0.0,3.0,CONSUMER,Carol Triggs,OFFICE SUPPLIES,ART,May,2011,2,5,Weekend,18,Saturday
CA-2011-166086,FUR-CH-10004675,CT-11995,United States,East,MASSACHUSETTS,LAWRENCE,1841,2011-05-07,2011-05-12,STANDARD CLASS,872.32,244.2496,0.0,4.0,CONSUMER,Carol Triggs,FURNITURE,CHAIRS,May,2011,2,5,Weekend,18,Saturday
CA-2014-115777,OFF-PA-10000552,DO-13645,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-08-20,2014-08-25,STANDARD CLASS,19.44,9.3312,0.0,3.0,CONSUMER,Doug O'Connell,OFFICE SUPPLIES,PAPER,August,2014,3,5,Weekday,34,Wednesday
CA-2011-152443,OFF-BI-10001071,FG-14260,United States,East,MASSACHUSETTS,LAWRENCE,1841,2011-05-21,2011-05-26,STANDARD CLASS,447.86,219.4514,0.0,7.0,HOME OFFICE,Frank Gastineau,OFFICE SUPPLIES,BINDERS,May,2011,2,5,Weekend,20,Saturday
CA-2011-152443,OFF-PA-10003022,FG-14260,United States,East,MASSACHUSETTS,LAWRENCE,1841,2011-05-21,2011-05-26,STANDARD CLASS,17.94,8.790600000000001,0.0,3.0,HOME OFFICE,Frank Gastineau,OFFICE SUPPLIES,PAPER,May,2011,2,5,Weekend,20,Saturday
CA-2011-152443,OFF-AP-10001293,FG-14260,United States,East,MASSACHUSETTS,LAWRENCE,1841,2011-05-21,2011-05-26,STANDARD CLASS,245.88,68.84639999999999,0.0,6.0,HOME OFFICE,Frank Gastineau,OFFICE SUPPLIES,APPLIANCES,May,2011,2,5,Weekend,20,Saturday
CA-2013-141082,OFF-LA-10001404,FM-14380,United States,East,MASSACHUSETTS,LAWRENCE,1841,2013-12-10,2013-12-14,STANDARD CLASS,3.69,1.7343,0.0,1.0,CONSUMER,Fred McMath,OFFICE SUPPLIES,LABELS,December,2013,4,4,Weekday,50,Tuesday
CA-2013-141082,OFF-LA-10001474,FM-14380,United States,East,MASSACHUSETTS,LAWRENCE,1841,2013-12-10,2013-12-14,STANDARD CLASS,122.12,56.1752,0.0,4.0,CONSUMER,Fred McMath,OFFICE SUPPLIES,LABELS,December,2013,4,4,Weekday,50,Tuesday
CA-2011-107153,OFF-ST-10001321,GZ-14545,United States,East,MASSACHUSETTS,LAWRENCE,1841,2011-09-28,2011-10-03,STANDARD CLASS,46.26,12.490200000000003,0.0,3.0,CORPORATE,George Zrebassa,OFFICE SUPPLIES,STORAGE,September,2011,3,5,Weekday,39,Wednesday
CA-2014-132339,OFF-BI-10003925,JB-15400,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-08-20,2014-08-24,STANDARD CLASS,387.99,182.3553,0.0,1.0,CORPORATE,Jennifer Braxton,OFFICE SUPPLIES,BINDERS,August,2014,3,4,Weekday,34,Wednesday
US-2012-115238,FUR-FU-10002960,JW-15220,United States,East,MASSACHUSETTS,LAWRENCE,1841,2012-04-30,2012-05-04,STANDARD CLASS,31.4,13.188000000000002,0.0,5.0,CORPORATE,Jane Waco,FURNITURE,FURNISHINGS,April,2012,2,4,Weekday,18,Monday
US-2012-115238,FUR-FU-10002445,JW-15220,United States,East,MASSACHUSETTS,LAWRENCE,1841,2012-04-30,2012-05-04,STANDARD CLASS,9.48,3.7920000000000007,0.0,1.0,CORPORATE,Jane Waco,FURNITURE,FURNISHINGS,April,2012,2,4,Weekday,18,Monday
US-2012-115238,TEC-PH-10001300,JW-15220,United States,East,MASSACHUSETTS,LAWRENCE,1841,2012-04-30,2012-05-04,STANDARD CLASS,209.5,58.66,0.0,10.0,CORPORATE,Jane Waco,TECHNOLOGY,PHONES,April,2012,2,4,Weekday,18,Monday
US-2012-115238,FUR-FU-10001025,JW-15220,United States,East,MASSACHUSETTS,LAWRENCE,1841,2012-04-30,2012-05-04,STANDARD CLASS,24.3,10.449000000000002,0.0,5.0,CORPORATE,Jane Waco,FURNITURE,FURNISHINGS,April,2012,2,4,Weekday,18,Monday
US-2012-115238,OFF-PA-10002689,JW-15220,United States,East,MASSACHUSETTS,LAWRENCE,1841,2012-04-30,2012-05-04,STANDARD CLASS,6.48,3.1104000000000003,0.0,1.0,CORPORATE,Jane Waco,OFFICE SUPPLIES,PAPER,April,2012,2,4,Weekday,18,Monday
CA-2014-125388,FUR-FU-10004712,MP-17965,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-10-20,2014-10-24,STANDARD CLASS,56.56,14.705600000000004,0.0,4.0,CORPORATE,Michael Paige,FURNITURE,FURNISHINGS,October,2014,4,4,Weekday,43,Monday
CA-2014-125388,OFF-ST-10000918,MP-17965,United States,East,MASSACHUSETTS,LAWRENCE,1841,2014-10-20,2014-10-24,STANDARD CLASS,32.7,8.501999999999999,0.0,3.0,CORPORATE,Michael Paige,OFFICE SUPPLIES,STORAGE,October,2014,4,4,Weekday,43,Monday
CA-2012-152681,OFF-AR-10003183,SC-20260,United States,East,MASSACHUSETTS,LAWRENCE,1841,2012-01-17,2012-01-22,STANDARD CLASS,6.68,2.0039999999999996,0.0,2.0,CORPORATE,Scott Cohen,OFFICE SUPPLIES,ART,January,2012,1,5,Weekday,3,Tuesday
CA-2011-143210,TEC-PH-10004434,AA-10645,,,,,1852,2011-12-01,2011-12-03,FIRST CLASS,271.9,78.85099999999997,0.0,2.0,CONSUMER,Anna Andreadi,TECHNOLOGY,PHONES,December,2011,4,2,Weekday,48,Thursday
CA-2011-143210,FUR-FU-10003878,AA-10645,United States,East,MASSACHUSETTS,LOWELL,1852,2011-12-01,2011-12-03,FIRST CLASS,45.84,15.5856,0.0,3.0,CONSUMER,Anna Andreadi,FURNITURE,FURNISHINGS,December,2011,4,2,Weekday,48,Thursday
CA-2011-143210,FUR-FU-10002268,AA-10645,United States,East,MASSACHUSETTS,LOWELL,1852,2011-12-01,2011-12-03,FIRST CLASS,9.82,3.2405999999999997,0.0,2.0,CONSUMER,Anna Andreadi,FURNITURE,FURNISHINGS,December,2011,4,2,Weekday,48,Thursday
CA-2013-127369,OFF-ST-10003306,DB-13060,United States,East,MASSACHUSETTS,LOWELL,1852,2013-06-07,2013-06-08,FIRST CLASS,714.3000000000001,207.1469999999999,0.0,5.0,CONSUMER,Dave Brooks,OFFICE SUPPLIES,STORAGE,June,2013,2,1,Weekday,23,Friday
CA-2014-167395,OFF-AP-10001293,KM-16720,United States,East,MASSACHUSETTS,LOWELL,1852,2014-12-03,2014-12-05,FIRST CLASS,286.85999999999996,80.32079999999999,0.0,7.0,CONSUMER,Kunst Miller,OFFICE SUPPLIES,APPLIANCES,December,2014,4,2,Weekday,49,Wednesday
CA-2014-167395,TEC-PH-10004977,KM-16720,United States,East,MASSACHUSETTS,LOWELL,1852,2014-12-03,2014-12-05,FIRST CLASS,979.95,284.18549999999993,0.0,5.0,CONSUMER,Kunst Miller,TECHNOLOGY,PHONES,December,2014,4,2,Weekday,49,Wednesday
CA-2014-167395,OFF-SU-10001935,KM-16720,United States,East,MASSACHUSETTS,LOWELL,1852,2014-12-03,2014-12-05,FIRST CLASS,4.36,0.1743999999999994,0.0,2.0,CONSUMER,Kunst Miller,OFFICE SUPPLIES,SUPPLIES,December,2014,4,2,Weekday,49,Wednesday
CA-2011-126403,OFF-PA-10001144,RR-19525,United States,East,MASSACHUSETTS,LOWELL,1852,2011-09-09,2011-09-12,SECOND CLASS,166.44,79.8912,0.0,3.0,CORPORATE,Rick Reed,OFFICE SUPPLIES,PAPER,September,2011,3,3,Weekday,36,Friday
CA-2011-126403,FUR-CH-10003761,RR-19525,United States,East,MASSACHUSETTS,LOWELL,1852,2011-09-09,2011-09-12,SECOND CLASS,785.8799999999999,212.18759999999995,0.0,6.0,CORPORATE,Rick Reed,FURNITURE,CHAIRS,September,2011,3,3,Weekday,36,Friday
CA-2011-126403,OFF-PA-10004665,RR-19525,United States,East,MASSACHUSETTS,LOWELL,1852,2011-09-09,2011-09-12,SECOND CLASS,26.2,12.838,0.0,2.0,CORPORATE,Rick Reed,OFFICE SUPPLIES,PAPER,September,2011,3,3,Weekday,36,Friday
CA-2011-126403,OFF-ST-10000078,RR-19525,United States,East,MASSACHUSETTS,LOWELL,1852,2011-09-09,2011-09-12,SECOND CLASS,1325.85,238.6529999999999,0.0,5.0,CORPORATE,Rick Reed,OFFICE SUPPLIES,STORAGE,September,2011,3,3,Weekday,36,Friday
CA-2013-108350,OFF-PA-10003656,SC-20230,United States,East,MASSACHUSETTS,LOWELL,1852,2013-06-07,2013-06-10,SECOND CLASS,105.52,48.539199999999994,0.0,4.0,CORPORATE,Scot Coram,OFFICE SUPPLIES,PAPER,June,2013,2,3,Weekday,23,Friday
CA-2014-159352,TEC-PH-10004700,KB-16585,United States,East,MASSACHUSETTS,LOWELL,1852,2014-03-13,2014-03-18,STANDARD CLASS,69.93,32.1678,0.0,7.0,CORPORATE,Ken Black,TECHNOLOGY,PHONES,March,2014,1,5,Weekday,11,Thursday
CA-2014-134306,OFF-AR-10004027,TD-20995,United States,East,MASSACHUSETTS,LOWELL,1852,2014-07-09,2014-07-13,STANDARD CLASS,7.56,3.099600000000001,0.0,3.0,CONSUMER,Tamara Dahlen,OFFICE SUPPLIES,ART,July,2014,3,4,Weekday,28,Wednesday
CA-2014-134306,OFF-PA-10000249,TD-20995,United States,East,MASSACHUSETTS,LOWELL,1852,2014-07-09,2014-07-13,STANDARD CLASS,24.56,11.5432,0.0,2.0,CONSUMER,Tamara Dahlen,OFFICE SUPPLIES,PAPER,July,2014,3,4,Weekday,28,Wednesday
CA-2014-134306,OFF-AR-10001374,TD-20995,United States,East,MASSACHUSETTS,LOWELL,1852,2014-07-09,2014-07-13,STANDARD CLASS,12.96,4.1472,0.0,2.0,CONSUMER,Tamara Dahlen,OFFICE SUPPLIES,ART,July,2014,3,4,Weekday,28,Wednesday
CA-2011-141313,OFF-AP-10002651,AJ-10780,United States,East,MASSACHUSETTS,BEVERLY,1915,2011-12-28,2012-01-01,STANDARD CLASS,1737.1799999999998,503.78219999999976,0.0,6.0,CORPORATE,Anthony Jacobs,OFFICE SUPPLIES,APPLIANCES,December,2011,4,4,Weekday,52,Wednesday
CA-2011-141313,OFF-ST-10000689,AJ-10780,United States,East,MASSACHUSETTS,BEVERLY,1915,2011-12-28,2012-01-01,STANDARD CLASS,704.25,84.51,0.0,5.0,CORPORATE,Anthony Jacobs,OFFICE SUPPLIES,STORAGE,December,2011,4,4,Weekday,52,Wednesday
CA-2011-141313,OFF-PA-10003302,AJ-10780,United States,East,MASSACHUSETTS,BEVERLY,1915,2011-12-28,2012-01-01,STANDARD CLASS,141.76,66.62719999999999,0.0,4.0,CORPORATE,Anthony Jacobs,OFFICE SUPPLIES,PAPER,December,2011,4,4,Weekday,52,Wednesday
CA-2013-143749,FUR-BO-10002853,AG-10300,United States,East,MASSACHUSETTS,FRANKLIN,2038,2013-12-06,2013-12-08,FIRST CLASS,81.94,20.485,0.0,1.0,CORPORATE,Aleksandra Gannaway,FURNITURE,BOOKCASES,December,2013,4,2,Weekday,49,Friday
US-2011-143231,FUR-FU-10002501,GM-14455,United States,East,MASSACHUSETTS,FRANKLIN,2038,2011-12-31,2012-01-03,FIRST CLASS,63.2,23.384,0.0,5.0,HOME OFFICE,Gary Mitchum,FURNITURE,FURNISHINGS,December,2011,4,3,Weekend,52,Saturday
US-2011-143231,TEC-AC-10000358,GM-14455,United States,East,MASSACHUSETTS,FRANKLIN,2038,2011-12-31,2012-01-03,FIRST CLASS,113.97,27.3528,0.0,3.0,HOME OFFICE,Gary Mitchum,TECHNOLOGY,ACCESSORIES,December,2011,4,3,Weekend,52,Saturday
CA-2014-137344,OFF-ST-10000344,EM-13810,United States,East,MASSACHUSETTS,FRANKLIN,2038,2014-08-21,2014-08-21,SAME DAY,40.29,10.4754,0.0,3.0,CORPORATE,Eleni McCrary,OFFICE SUPPLIES,STORAGE,August,2014,3,0,Weekday,34,Thursday
CA-2013-142594,TEC-PH-10000193,EJ-14155,United States,East,MASSACHUSETTS,FRANKLIN,2038,2013-12-02,2013-12-07,SECOND CLASS,137.94,35.864399999999996,0.0,3.0,CONSUMER,Eva Jacobs,TECHNOLOGY,PHONES,December,2013,4,5,Weekday,49,Monday
CA-2013-142594,FUR-FU-10002045,EJ-14155,United States,East,MASSACHUSETTS,FRANKLIN,2038,2013-12-02,2013-12-07,SECOND CLASS,111.15,48.906000000000006,0.0,5.0,CONSUMER,Eva Jacobs,FURNITURE,FURNISHINGS,December,2013,4,5,Weekday,49,Monday
CA-2013-142594,OFF-AP-10002945,EJ-14155,United States,East,MASSACHUSETTS,FRANKLIN,2038,2013-12-02,2013-12-07,SECOND CLASS,901.95,297.64349999999996,0.0,3.0,CONSUMER,Eva Jacobs,OFFICE SUPPLIES,APPLIANCES,December,2013,4,5,Weekday,49,Monday
CA-2013-142594,FUR-TA-10001095,EJ-14155,United States,East,MASSACHUSETTS,FRANKLIN,2038,2013-12-02,2013-12-07,SECOND CLASS,366.009,-47.0583,0.3,3.0,CONSUMER,Eva Jacobs,FURNITURE,TABLES,December,2013,4,5,Weekday,49,Monday
US-2014-134481,FUR-TA-10004915,AR-10405,United States,East,MASSACHUSETTS,FRANKLIN,2038,2014-08-28,2014-09-02,STANDARD CLASS,1488.4239999999998,-297.6847999999998,0.3,7.0,CORPORATE,Allen Rosenblatt,FURNITURE,TABLES,August,2014,3,5,Weekday,35,Thursday
CA-2012-111094,OFF-PA-10001609,CB12535,United States,East,MASSACHUSETTS,FRANKLIN,2038,2012-07-09,2012-07-13,STANDARD CLASS,6.58,3.0267999999999997,0.0,2.0,,,OFFICE SUPPLIES,PAPER,July,2012,3,4,Weekday,28,Monday
CA-2012-111094,OFF-BI-10001597,CB-12535,United States,East,MASSACHUSETTS,FRANKLIN,2038,2012-07-09,2012-07-13,STANDARD CLASS,122.94,59.01119999999999,0.0,3.0,CORPORATE,Claudia Bergmann,OFFICE SUPPLIES,BINDERS,July,2012,3,4,Weekday,28,Monday
CA-2012-104626,OFF-BI-10001510,DR-12940,United States,East,MASSACHUSETTS,FRANKLIN,2038,2012-09-01,2012-09-08,STANDARD CLASS,114.6,51.57,0.0,5.0,HOME OFFICE,Daniel Raglin,OFFICE SUPPLIES,BINDERS,September,2012,3,7,Weekend,35,Saturday
CA-2012-104626,FUR-CH-10003817,DR-12940,United States,East,MASSACHUSETTS,FRANKLIN,2038,2012-09-01,2012-09-08,STANDARD CLASS,60.74,15.185000000000002,0.0,1.0,HOME OFFICE,Daniel Raglin,FURNITURE,CHAIRS,September,2012,3,7,Weekend,35,Saturday
CA-2012-104626,FUR-FU-10000308,DR-12940,United States,East,MASSACHUSETTS,FRANKLIN,2038,2012-09-01,2012-09-08,STANDARD CLASS,124.36,27.3592,0.0,2.0,HOME OFFICE,Daniel Raglin,FURNITURE,FURNISHINGS,September,2012,3,7,Weekend,35,Saturday
CA-2012-104626,OFF-ST-10003208,DR-12940,United States,East,MASSACHUSETTS,FRANKLIN,2038,2012-09-01,2012-09-08,STANDARD CLASS,1088.76,315.74039999999985,0.0,6.0,HOME OFFICE,Daniel Raglin,OFFICE SUPPLIES,STORAGE,September,2012,3,7,Weekend,35,Saturday
CA-2012-105634,OFF-AR-10001573,HA-14905,United States,East,MASSACHUSETTS,FRANKLIN,2038,2012-11-08,2012-11-14,STANDARD CLASS,11.65,3.378499999999999,0.0,5.0,CONSUMER,Helen Abelman,OFFICE SUPPLIES,ART,November,2012,4,6,Weekday,45,Thursday
CA-2011-155887,FUR-TA-10002228,KT-16480,United States,East,MASSACHUSETTS,FRANKLIN,2038,2011-05-12,2011-05-17,STANDARD CLASS,700.056,-130.0104,0.3,3.0,CONSUMER,Kean Thornton,FURNITURE,TABLES,May,2011,2,5,Weekday,19,Thursday
CA-2012-162376,OFF-AR-10003056,HD-14785,United States,East,MASSACHUSETTS,CAMBRIDGE,2138,2012-11-22,2012-11-25,SECOND CLASS,17.12,4.9647999999999985,0.0,4.0,HOME OFFICE,Harold Dahlen,OFFICE SUPPLIES,ART,November,2012,4,3,Weekday,47,Thursday
CA-2012-162376,OFF-PA-10000300,HD-14785,United States,East,MASSACHUSETTS,CAMBRIDGE,2138,2012-11-22,2012-11-25,SECOND CLASS,59.94,28.1718,0.0,3.0,HOME OFFICE,Harold Dahlen,OFFICE SUPPLIES,PAPER,November,2012,4,3,Weekday,47,Thursday
CA-2012-115392,TEC-PH-10002496,RM-19675,United States,East,MASSACHUSETTS,CAMBRIDGE,2138,2012-10-01,2012-10-04,SECOND CLASS,311.98,93.594,0.0,2.0,HOME OFFICE,          Robert Marley,TECHNOLOGY,PHONES,October,2012,4,3,Weekday,40,Monday
CA-2012-115392,OFF-BI-10000829,RM-19675,United States,East,MASSACHUSETTS,CAMBRIDGE,2138,2012-10-01,2012-10-04,SECOND CLASS,22.450000000000003,10.327,0.0,5.0,HOME OFFICE,          Robert Marley,OFFICE SUPPLIES,BINDERS,October,2012,4,3,Weekday,40,Monday
US-2014-133081,TEC-AC-10001772,PV-18985,United States,East,MASSACHUSETTS,CAMBRIDGE,2138,2014-03-12,2014-03-16,STANDARD CLASS,63.88,24.913200000000003,0.0,4.0,HOME OFFICE,Paul Van Hugh,TECHNOLOGY,ACCESSORIES,March,2014,1,4,Weekday,11,Wednesday
US-2014-133081,FUR-FU-10001379,PV-18985,United States,East,MASSACHUSETTS,CAMBRIDGE,2138,2014-03-12,2014-03-16,STANDARD CLASS,26.72,11.756800000000002,0.0,1.0,HOME OFFICE,Paul Van Hugh,FURNITURE,FURNISHINGS,March,2014,1,4,Weekday,11,Wednesday
US-2013-114174,FUR-BO-10003450,AP-10720,United States,East,MASSACHUSETTS,MALDEN,2148,2013-09-09,2013-09-15,STANDARD CLASS,173.94,13.915199999999992,0.0,3.0,HOME OFFICE,Anne Pryor,FURNITURE,BOOKCASES,September,2013,3,6,Weekday,37,Monday
US-2013-114174,OFF-LA-10000248,AP-10720,United States,East,MASSACHUSETTS,MALDEN,2148,2013-09-09,2013-09-15,STANDARD CLASS,14.76,6.9372,0.0,4.0,HOME OFFICE,Anne Pryor,OFFICE SUPPLIES,LABELS,September,2013,3,6,Weekday,37,Monday
CA-2013-128111,OFF-AR-10000588,CS-12355,United States,East,MASSACHUSETTS,MALDEN,2148,2013-03-18,2013-03-24,STANDARD CLASS,39.68,10.3168,0.0,2.0,CONSUMER,Christine Sundaresam,OFFICE SUPPLIES,ART,March,2013,1,6,Weekday,12,Monday
